"loc_rowid","pl_name","hostname","pl_letter","sy_snum","sy_pnum","sy_mnum","discoverymethod","disc_year","disc_facility","pl_controv_flag","pl_orbper","pl_orbpererr1","pl_orbpererr2","pl_orbperlim","pl_rade","pl_radeerr1","pl_radeerr2","pl_radelim"
"3615","Kepler-356 c","Kepler-356","c","1","2","0","Transit","2014","Kepler","0","13.121632","0.000088","-0.000088","0","1.81","0.33","-0.33","0"
"3616","Kepler-357 b","Kepler-357","b","1","3","0","Transit","2014","Kepler","0","6.475434","0.000034","-0.000034","0","1.84","1.08","-1.08","0"
"3617","Kepler-357 c","Kepler-357","c","1","3","0","Transit","2014","Kepler","0","16.85837","0.000081","-0.000081","0","2.67","1.57","-1.57","0"
"3618","Kepler-357 d","Kepler-357","d","1","3","0","Transit","2014","Kepler","0","49.499875","0.00046","-0.00046","0","3.43","2.04","-2.04","0"
"3619","Kepler-358 b","Kepler-358","b","1","2","0","Transit","2014","Kepler","0","34.060467","0.000194","-0.000194","0","2.72","1.36","-1.36","0"
"3620","Kepler-358 c","Kepler-358","c","1","2","0","Transit","2014","Kepler","0","83.488369","0.00083","-0.00083","0","2.85","1.43","-1.43","0"
"3621","Kepler-359 b","Kepler-359","b","1","3","0","Transit","2014","Kepler","0","25.563222","0.000202","-0.000202","0","3.53","1.64","-1.64","0"
"3622","Kepler-359 c","Kepler-359","c","1","3","0","Transit","2014","Kepler","0","57.68802","0.000545","-0.000545","0","4.3","2","-2","0"
"3623","Kepler-359 d","Kepler-359","d","1","3","0","Transit","2014","Kepler","0","77.095691","0.001453","-0.001453","0","4.01","1.91","-1.91","0"
"3624","Kepler-36 b","Kepler-36","b","1","2","0","Transit","2012","Kepler","0","13.86825","0.0005","-0.0005","0","1.498","0.061","-0.049","0"
"3625","Kepler-36 c","Kepler-36","c","1","2","0","Transit","2012","Kepler","0","16.21865","0.0001","-0.0001","0","3.679","0.096","-0.091","0"
"3626","Kepler-360 b","Kepler-360","b","1","2","0","Transit","2014","Kepler","0","3.289672","0.000012","-0.000012","0","1.65","0.78","-0.78","0"
"3627","Kepler-360 c","Kepler-360","c","1","2","0","Transit","2014","Kepler","0","7.186434","0.000029","-0.000029","0","2.1","1","-1","0"
"3628","Kepler-361 b","Kepler-361","b","1","2","0","Transit","2014","Kepler","0","8.486616","0.000084","-0.000084","0","1.45","0.28","-0.28","0"
"3629","Kepler-361 c","Kepler-361","c","1","2","0","Transit","2014","Kepler","0","55.188023","0.000655","-0.000655","0","2.52","0.48","-0.48","0"
"3630","Kepler-362 b","Kepler-362","b","1","2","0","Transit","2014","Kepler","0","10.327186","0.000101","-0.000101","0","0.88","0.38","-0.38","0"
"3631","Kepler-362 c","Kepler-362","c","1","2","0","Transit","2014","Kepler","0","37.866281","0.000298","-0.000298","0","1.45","0.61","-0.61","0"
"3632","Kepler-363 b","Kepler-363","b","1","3","0","Transit","2014","Kepler","0","3.614568","0.000053","-0.000053","0","1.16","0.19","-0.19","0"
"3633","Kepler-363 c","Kepler-363","c","1","3","0","Transit","2014","Kepler","0","7.542427","0.000058","-0.000058","0","1.69","0.27","-0.27","0"
"3634","Kepler-363 d","Kepler-363","d","1","3","0","Transit","2014","Kepler","0","11.932125","0.000093","-0.000093","0","2.05","0.4","-0.4","0"
"3635","Kepler-364 b","Kepler-364","b","1","2","0","Transit","2014","Kepler","0","25.745718","0.000548","-0.000548","0","1.55","0.37","-0.37","0"
"3636","Kepler-364 c","Kepler-364","c","1","2","0","Transit","2014","Kepler","0","59.980627","0.000879","-0.000879","0","2.15","0.42","-0.42","0"
"3637","Kepler-365 b","Kepler-365","b","1","2","0","Transit","2014","Kepler","0","10.664903","0.000069","-0.000069","0","2.04","0.97","-0.97","0"
"3638","Kepler-365 c","Kepler-365","c","1","2","0","Transit","2014","Kepler","0","17.784129","0.000215","-0.000215","0","1.64","0.77","-0.77","0"
"3639","Kepler-366 b","Kepler-366","b","1","2","0","Transit","2014","Kepler","0","3.281959","0.000022","-0.000022","0","1.46","0.66","-0.66","0"
"3640","Kepler-366 c","Kepler-366","c","1","2","0","Transit","2014","Kepler","0","12.51616","0.000095","-0.000095","0","1.79","0.81","-0.81","0"
"3641","Kepler-367 b","Kepler-367","b","1","2","0","Transit","2014","Kepler","0","37.815724","0.000279","-0.000279","0","1.3","0.16","-0.16","0"
"3642","Kepler-367 c","Kepler-367","c","1","2","0","Transit","2014","Kepler","0","53.578637","0.000382","-0.000382","0","1.2","0.16","-0.16","0"
"3643","Kepler-368 b","Kepler-368","b","1","2","0","Transit","2014","Kepler","0","26.84768","0.000326","-0.000326","0","3.26","0.91","-0.91","0"
"3644","Kepler-368 c","Kepler-368","c","1","2","0","Transit","2014","Kepler","0","72.379334","0.00137","-0.00137","0","3.88","1.08","-1.08","0"
"3645","Kepler-369 b","Kepler-369","b","1","2","0","Transit","2014","Kepler","0","2.732756","0.000009","-0.000009","0","1.13","0.06","-0.06","0"
"3646","Kepler-369 c","Kepler-369","c","1","2","0","Transit","2014","Kepler","0","14.871572","0.000083","-0.000083","0","1.41","0.06","-0.06","0"
"3647","Kepler-37 b","Kepler-37","b","1","4","0","Transit","2013","Kepler","0","13.36731","0.000071","-0.000071","0","0.296","0.037","-0.037","0"
"3648","Kepler-37 c","Kepler-37","c","1","4","0","Transit","2013","Kepler","0","21.302","","","0","0.75","0.03","-0.03","0"
"3649","Kepler-37 d","Kepler-37","d","1","4","0","Transit","2013","Kepler","0","39.7922","","","0","1.94","0.06","-0.06","0"
"3650","Kepler-37 e","Kepler-37","e","1","4","0","Transit Timing Variations","2014","Kepler","0","51.196","","","0","0.37","0.18","-0.18","0"
"3651","Kepler-370 b","Kepler-370","b","1","2","0","Transit","2014","Kepler","0","4.57953","0.000041","-0.000041","0","1.59","0.78","-0.78","0"
"3652","Kepler-370 c","Kepler-370","c","1","2","0","Transit","2014","Kepler","0","19.02293","0.000177","-0.000177","0","1.91","0.89","-0.89","0"
"3653","Kepler-371 b","Kepler-371","b","1","2","0","Transit","2014","Kepler","0","34.763278","0.000351","-0.000351","0","1.89","0.52","-0.52","0"
"3654","Kepler-371 c","Kepler-371","c","1","2","0","Transit","2014","Kepler","0","67.968015","0.00107","-0.00107","0","1.78","0.45","-0.45","0"
"3655","Kepler-372 b","Kepler-372","b","1","3","0","Transit","2014","Kepler","0","6.849692","0.000134","-0.000134","0","1.36","0.59","-0.59","0"
"3656","Kepler-372 c","Kepler-372","c","1","3","0","Transit","2014","Kepler","0","20.053763","0.00019","-0.00019","0","2.09","0.9","-0.9","0"
"3657","Kepler-372 d","Kepler-372","d","1","3","0","Transit","2014","Kepler","0","30.092568","0.00068","-0.00068","0","1.69","0.73","-0.73","0"
"3658","Kepler-373 b","Kepler-373","b","1","2","0","Transit","2014","Kepler","0","5.535309","0.000029","-0.000029","0","1.36","0.67","-0.67","0"
"3659","Kepler-373 c","Kepler-373","c","1","2","0","Transit","2014","Kepler","0","16.725948","0.000227","-0.000227","0","1.24","0.62","-0.62","0"
"3660","Kepler-374 b","Kepler-374","b","1","3","0","Transit","2014","Kepler","0","1.897806","0.000011","-0.000011","0","1.03","0.54","-0.54","0"
"3661","Kepler-374 c","Kepler-374","c","1","3","0","Transit","2014","Kepler","0","3.282807","0.00002","-0.00002","0","1.1","0.57","-0.57","0"
"3662","Kepler-374 d","Kepler-374","d","1","3","0","Transit","2014","Kepler","0","5.028219","0.00004","-0.00004","0","1.31","0.7","-0.7","0"
"3663","Kepler-375 b","Kepler-375","b","1","2","0","Transit","2014","Kepler","0","12.125934","0.000204","-0.000204","0","1.45","0.51","-0.51","0"
"3664","Kepler-375 c","Kepler-375","c","1","2","0","Transit","2014","Kepler","0","19.986326","0.000184","-0.000184","0","2.65","0.96","-0.96","0"
"3665","Kepler-376 b","Kepler-376","b","1","2","0","Transit","2014","Kepler","0","4.920199","0.000073","-0.000073","0","1.07","0.22","-0.22","0"
"3666","Kepler-376 c","Kepler-376","c","1","2","0","Transit","2014","Kepler","0","14.172327","0.000108","-0.000108","0","1.79","0.36","-0.36","0"
"3667","Kepler-377 b","Kepler-377","b","1","2","0","Transit","2014","Kepler","0","12.509529","0.000257","-0.000257","0","1.39","0.27","-0.27","0"
"3668","Kepler-377 c","Kepler-377","c","1","2","0","Transit","2014","Kepler","0","27.014976","0.000347","-0.000347","0","2.06","0.39","-0.39","0"
"3669","Kepler-378 b","Kepler-378","b","1","2","0","Transit","2014","Kepler","0","16.092361","0.000073","-0.000073","0","0.75","0.15","-0.15","0"
"3670","Kepler-378 c","Kepler-378","c","1","2","0","Transit","2014","Kepler","0","28.906009","0.000216","-0.000216","0","0.7","0.05","-0.05","0"
"3671","Kepler-379 b","Kepler-379","b","1","2","0","Transit","2014","Kepler","0","20.09838","0.00018","-0.00018","0","1.66","0.31","-0.31","0"
"3672","Kepler-379 c","Kepler-379","c","1","2","0","Transit","2014","Kepler","0","62.784697","0.000661","-0.000661","0","2.29","0.43","-0.43","0"
"3673","Kepler-38 b","Kepler-38","b","2","1","0","Transit","2012","Kepler","0","105.599","0.038","-0.053","0","4.3","0.11","-0.11","0"
"3674","Kepler-380 b","Kepler-380","b","1","2","0","Transit","2014","Kepler","0","3.930821","0.000038","-0.000038","0","1.19","0.24","-0.24","0"
"3675","Kepler-380 c","Kepler-380","c","1","2","0","Transit","2014","Kepler","0","7.630004","0.000073","-0.000073","0","1.27","0.28","-0.28","0"
"3676","Kepler-381 b","Kepler-381","b","1","3","0","Transit","2014","Kepler","0","5.629021","0.000028","-0.000028","0","0.99","0.22","-0.22","0"
"3677","Kepler-381 c","Kepler-381","c","1","3","0","Transit","2014","Kepler","0","13.391635","0.000129","-0.000129","0","1.12","0.25","-0.25","0"
"3678","Kepler-381 d","Kepler-381","d","1","3","0","Transit","2021","Kepler","0","8.25629997","","","0","1.067","","","0"
"3679","Kepler-382 b","Kepler-382","b","1","2","0","Transit","2014","Kepler","0","5.262155","0.000047","-0.000047","0","1.32","0.63","-0.63","0"
"3680","Kepler-382 c","Kepler-382","c","1","2","0","Transit","2014","Kepler","0","12.162701","0.000109","-0.000109","0","1.59","0.77","-0.77","0"
"3681","Kepler-383 b","Kepler-383","b","1","2","0","Transit","2014","Kepler","0","12.904532","0.000121","-0.000121","0","1.32","0.52","-0.52","0"
"3682","Kepler-383 c","Kepler-383","c","1","2","0","Transit","2014","Kepler","0","31.200751","0.000354","-0.000354","0","1.24","0.49","-0.49","0"
"3683","Kepler-384 b","Kepler-384","b","1","2","0","Transit","2014","Kepler","0","22.597053","0.000243","-0.000243","0","1.12","0.32","-0.32","0"
"3684","Kepler-384 c","Kepler-384","c","1","2","0","Transit","2014","Kepler","0","45.348269","0.000779","-0.000779","0","1.13","0.33","-0.33","0"
"3685","Kepler-385 b","Kepler-385","b","1","3","0","Transit","2014","Kepler","0","10.043686","0.000128","-0.000128","0","2.73","1.38","-1.38","0"
"3686","Kepler-385 c","Kepler-385","c","1","3","0","Transit","2014","Kepler","0","15.163161","0.000269","-0.000269","0","3.04","1.56","-1.56","0"
"3687","Kepler-385 d","Kepler-385","d","1","3","0","Transit","2020","Kepler","0","56.4159","","","0","2.619","","","0"
"3688","Kepler-386 b","Kepler-386","b","1","2","0","Transit","2014","Kepler","0","12.31043","0.000218","-0.000218","0","1.39","0.82","-0.82","0"
"3689","Kepler-386 c","Kepler-386","c","1","2","0","Transit","2014","Kepler","0","25.193458","0.000342","-0.000342","0","1.58","0.89","-0.89","0"
"3690","Kepler-387 b","Kepler-387","b","1","2","0","Transit","2014","Kepler","0","6.791636","0.000094","-0.000094","0","1.03","0.24","-0.24","0"
"3691","Kepler-387 c","Kepler-387","c","1","2","0","Transit","2014","Kepler","0","11.837549","0.000329","-0.000329","0","0.89","0.22","-0.22","0"
"3692","Kepler-388 b","Kepler-388","b","1","2","0","Transit","2014","Kepler","0","3.173315","0.000018","-0.000018","0","0.81","0.1","-0.1","0"
"3693","Kepler-388 c","Kepler-388","c","1","2","0","Transit","2014","Kepler","0","13.297004","0.000185","-0.000185","0","0.86","0.11","-0.11","0"
"3694","Kepler-389 b","Kepler-389","b","1","2","0","Transit","2014","Kepler","0","3.244107","0.00003","-0.00003","0","1.51","0.77","-0.77","0"
"3695","Kepler-389 c","Kepler-389","c","1","2","0","Transit","2014","Kepler","0","14.51143","0.000305","-0.000305","0","1.46","0.75","-0.75","0"
"3696","Kepler-39 b","Kepler-39","b","1","1","0","Transit","2011","Kepler","0","21.08721","0.000037","-0.000037","0","13.9","1.01","-1.12","0"
"3697","Kepler-390 b","Kepler-390","b","2","2","0","Transit","2014","Kepler","0","6.738088","0.000067","-0.000067","0","0.82","0.07","-0.07","0"
"3698","Kepler-390 c","Kepler-390","c","2","2","0","Transit","2014","Kepler","0","13.060022","0.000257","-0.000257","0","0.79","0.08","-0.08","0"
"3699","Kepler-391 b","Kepler-391","b","1","2","0","Transit","2014","Kepler","0","7.416755","0.000129","-0.000129","0","3.2","0.78","-0.78","0"
"3700","Kepler-391 c","Kepler-391","c","1","2","0","Transit","2014","Kepler","0","20.485435","0.000393","-0.000393","0","3.54","0.86","-0.86","0"
"3701","Kepler-392 b","Kepler-392","b","1","2","0","Transit","2014","Kepler","0","5.341853","0.000055","-0.000055","0","1","0.21","-0.21","0"
"3702","Kepler-392 c","Kepler-392","c","1","2","0","Transit","2014","Kepler","0","10.423118","0.000087","-0.000087","0","1.1","0.23","-0.23","0"
"3703","Kepler-393 b","Kepler-393","b","1","2","0","Transit","2014","Kepler","0","9.182417","0.000096","-0.000096","0","1.29","0.25","-0.25","0"
"3704","Kepler-393 c","Kepler-393","c","1","2","0","Transit","2014","Kepler","0","14.613612","0.000231","-0.000231","0","1.33","0.31","-0.31","0"
"3705","Kepler-394 b","Kepler-394","b","1","3","0","Transit","2014","Kepler","0","8.005013","0.00009","-0.00009","0","1.6","0.82","-0.82","0"
"3706","Kepler-394 c","Kepler-394","c","1","3","0","Transit","2014","Kepler","0","12.130686","0.00018","-0.00018","0","1.66","0.86","-0.86","0"
"3707","Kepler-394 d","Kepler-394","d","1","3","0","Transit","2021","Kepler","0","5.61358023","","","0","1.501","","","0"
"3708","Kepler-395 b","Kepler-395","b","1","2","0","Transit","2014","Kepler","0","7.054346","0.00007","-0.00007","0","1.03","0.08","-0.08","0"
"3709","Kepler-395 c","Kepler-395","c","1","2","0","Transit","2014","Kepler","0","34.989262","0.000543","-0.000543","0","1.32","0.09","-0.09","0"
"3710","Kepler-396 b","Kepler-396","b","1","2","0","Transit","2013","Kepler","0","42.994","","","0","3.5","1.28","-0.65","0"
"3711","Kepler-396 c","Kepler-396","c","1","2","0","Transit","2013","Kepler","0","88.505","","","0","5.3","1.95","-0.99","0"
"3712","Kepler-397 b","Kepler-397","b","1","2","0","Transit","2014","Kepler","0","22.250949","0.000186","-0.000186","0","2.46","21.32","-21.32","0"
"3713","Kepler-397 c","Kepler-397","c","1","2","0","Transit","2014","Kepler","0","135.498527","0.000668","-0.000668","0","6.18","0.56","-0.56","0"
"3714","Kepler-398 b","Kepler-398","b","1","3","0","Transit","2014","Kepler","0","4.081423","0.000011","-0.000011","0","0.93","0.1","-0.1","0"
"3715","Kepler-398 c","Kepler-398","c","1","3","0","Transit","2014","Kepler","0","11.419412","0.000047","-0.000047","0","1.01","0.11","-0.11","0"
"3716","Kepler-398 d","Kepler-398","d","1","3","0","Transit","2016","Kepler","0","6.83437001","0.00001518","-0.00001518","0","0.88","0.03","-0.04","0"
"3717","Kepler-399 b","Kepler-399","b","1","3","0","Transit","2014","Kepler","0","14.425281","0.000144","-0.000144","0","0.96","0.51","-0.51","0"
"3718","Kepler-399 c","Kepler-399","c","1","3","0","Transit","2014","Kepler","0","26.67569","0.000171","-0.000171","0","1.43","0.77","-0.77","0"
"3719","Kepler-399 d","Kepler-399","d","1","3","0","Transit","2014","Kepler","0","58.034616","0.000363","-0.000363","0","1.89","1.01","-1.01","0"
"3720","Kepler-4 b","Kepler-4","b","1","1","0","Transit","2009","Kepler","0","3.21346","0.00022","-0.00022","0","4.002","0.213","-0.213","0"
"3721","Kepler-40 b","Kepler-40","b","1","1","0","Transit","2010","Kepler","0","6.87349","0.00064","-0.00064","0","13.11","0.45","-0.45","0"
"3722","Kepler-400 b","Kepler-400","b","1","2","0","Transit","2014","Kepler","0","9.024389","0.000034","-0.000034","0","1.65","0.3","-0.3","0"
"3723","Kepler-400 c","Kepler-400","c","1","2","0","Transit","2014","Kepler","0","17.340824","0.0001","-0.0001","0","1.49","0.28","-0.28","0"
"3724","Kepler-401 b","Kepler-401","b","1","3","0","Transit","2014","Kepler","0","14.383035","0.000211","-0.000211","0","1.71","0.4","-0.4","0"
"3725","Kepler-401 c","Kepler-401","c","1","3","0","Transit","2014","Kepler","0","47.318218","0.000695","-0.000695","0","2.15","0.4","-0.4","0"
"3726","Kepler-401 d","Kepler-401","d","1","3","0","Transit","2016","Kepler","0","184.256405","0.00317","-0.00317","0","2.27","0.4","-0.26","0"
"3727","Kepler-402 b","Kepler-402","b","1","4","0","Transit","2014","Kepler","0","4.028751","0.000019","-0.000019","0","1.22","0.24","-0.24","0"
"3728","Kepler-402 c","Kepler-402","c","1","4","0","Transit","2014","Kepler","0","6.124821","0.000026","-0.000026","0","1.56","0.35","-0.35","0"
"3729","Kepler-402 d","Kepler-402","d","1","4","0","Transit","2014","Kepler","0","8.921099","0.000056","-0.000056","0","1.38","0.27","-0.27","0"
"3730","Kepler-402 e","Kepler-402","e","1","4","0","Transit","2014","Kepler","0","11.242861","0.000059","-0.000059","0","1.46","0.29","-0.29","0"
"3731","Kepler-403 b","Kepler-403","b","1","3","0","Transit","2014","Kepler","0","7.031462","0.000051","-0.000051","0","1.25","0.22","-0.22","0"
"3732","Kepler-403 c","Kepler-403","c","1","3","0","Transit","2014","Kepler","0","54.280749","0.000562","-0.000562","0","1.75","0.32","-0.32","0"
"3733","Kepler-403 d","Kepler-403","d","1","3","0","Transit","2016","Kepler","0","13.61159129","0.00008288","-0.00008288","0","1.42","0.3","-0.19","0"
"3734","Kepler-404 b","Kepler-404","b","1","2","0","Transit","2014","Kepler","0","11.829851","0.000209","-0.000209","0","1.27","0.55","-0.55","0"
"3735","Kepler-404 c","Kepler-404","c","1","2","0","Transit","2014","Kepler","0","14.751166","0.000261","-0.000261","0","1.72","0.85","-0.85","0"
"3736","Kepler-405 b","Kepler-405","b","1","2","0","Transit","2014","Kepler","0","10.613839","0.000111","-0.000111","0","2.08","0.99","-0.99","0"
"3737","Kepler-405 c","Kepler-405","c","1","2","0","Transit","2014","Kepler","0","29.726682","0.011477","-0.011477","0","4.66","26.65","-26.65","0"
"3738","Kepler-406 b","Kepler-406","b","1","2","0","Transit","2014","Kepler","0","2.42629","","","0","1.43","0.03","-0.03","0"
"3739","Kepler-406 c","Kepler-406","c","1","2","0","Transit","2014","Kepler","0","4.62332","","","0","0.85","0.03","-0.03","0"
"3740","Kepler-407 b","Kepler-407","b","1","2","0","Transit","2014","Kepler","0","0.66931","","","0","1.07","0.02","-0.02","0"
"3741","Kepler-407 c","Kepler-407","c","1","2","0","Radial Velocity","2014","W. M. Keck Observatory","0","3000","500","-500","0","12.3","","","0"
"3742","Kepler-408 b","Kepler-408","b","1","1","0","Transit","2014","Kepler","0","2.46502","","","0","0.82","0.03","-0.03","0"
"3743","Kepler-409 b","Kepler-409","b","1","1","0","Transit","2014","Kepler","0","68.9584","","","0","1.19","0.03","-0.03","0"
"3744","Kepler-41 b","Kepler-41","b","1","1","0","Transit","2011","Kepler","0","1.8555582","0.00000052","-0.00000052","0","14.46","0.22","-0.22","0"
"3745","Kepler-410 A b","Kepler-410 A","b","2","1","0","Transit","2013","Kepler","0","17.833648","0.000054","-0.000054","0","2.838","0.054","-0.054","0"
"3746","Kepler-411 b","Kepler-411","b","2","4","0","Transit","2013","Kepler","0","3.005156","0.000002","-0.000002","0","2.401","0.053","-0.053","0"
"3747","Kepler-411 c","Kepler-411","c","2","4","0","Transit","2016","Kepler","0","7.834435","0.000002","-0.000002","0","4.421","0.062","-0.062","0"
"3748","Kepler-411 d","Kepler-411","d","2","4","0","Transit","2018","Kepler","0","58.02035","0.00056","-0.00056","0","3.319","0.104","-0.104","0"
"3749","Kepler-411 e","Kepler-411","e","2","4","0","Transit Timing Variations","2018","Kepler","0","31.509728","0.000085","-0.000085","0","3.28","","","0"
"3750","Kepler-412 b","Kepler-412","b","1","1","0","Transit","2014","Kepler","0","1.7208604","0.0000003","-0.0000003","0","15.031","0.493","-0.516","0"
"3751","Kepler-413 b","Kepler-413","b","2","1","0","Transit","2014","Kepler","0","66.262","0.024","-0.021","0","4.347","0.099","-0.099","0"
"3752","Kepler-414 b","Kepler-414","b","1","2","0","Transit Timing Variations","2014","Kepler","0","4.7","","","0","1.71","0.31","-0.14","0"
"3753","Kepler-414 c","Kepler-414","c","1","2","0","Transit Timing Variations","2014","Kepler","0","7.171","","","0","3.01","0.54","-0.25","0"
"3754","Kepler-415 b","Kepler-415","b","1","2","0","Transit Timing Variations","2014","Kepler","0","4.176","","","0","1.21","0.13","-0.1","0"
"3755","Kepler-415 c","Kepler-415","c","1","2","0","Transit Timing Variations","2014","Kepler","0","8.708","","","0","2.01","0.15","-0.06","0"
"3756","Kepler-416 b","Kepler-416","b","1","2","0","Transit Timing Variations","2014","Kepler","0","6.319","","","0","2.48","0.99","-0.33","0"
"3757","Kepler-416 c","Kepler-416","c","1","2","0","Transit Timing Variations","2014","Kepler","0","12.209","","","0","2.45","0.26","-0.16","0"
"3758","Kepler-417 b","Kepler-417","b","1","2","0","Transit Timing Variations","2014","Kepler","0","12.331","","","0","2.31","0.86","-0.17","0"
"3759","Kepler-417 c","Kepler-417","c","1","2","0","Transit Timing Variations","2014","Kepler","0","15.943","","","0","2.69","0.19","-0.14","0"
"3760","Kepler-418 b","Kepler-418","b","1","2","0","Transit","2014","Kepler","0","86.67856","0.00007","-0.00007","0","13.45","1.79","-1.79","0"
"3761","Kepler-418 c","Kepler-418","c","1","2","0","Transit","2021","Kepler","0","12.21829987","","","0","5.221","","","0"
"3762","Kepler-419 b","Kepler-419","b","1","2","0","Transit","2014","Kepler","0","69.7546","0.0007","-0.0009","0","10.8","1.4","-1.3","0"
"3763","Kepler-419 c","Kepler-419","c","1","2","0","Transit Timing Variations","2014","Kepler","0","675.47","0.11","-0.11","0","12.6","","","0"
"3764","Kepler-42 b","Kepler-42","b","1","3","0","Transit","2011","Kepler","0","1.2137672","0.0000046","-0.0000046","0","0.78","0.22","-0.22","0"
"3765","Kepler-42 c","Kepler-42","c","1","3","0","Transit","2011","Kepler","0","0.45328509","0.00000097","-0.00000097","0","0.73","0.2","-0.2","0"
"3766","Kepler-42 d","Kepler-42","d","1","3","0","Transit","2011","Kepler","0","1.865169","0.000014","-0.000014","0","0.57","0.18","-0.18","0"
"3767","Kepler-421 b","Kepler-421","b","1","1","0","Transit","2014","Kepler","0","704.1984","0.0016","-0.0016","0","4.16","0.19","-0.16","0"
"3768","Kepler-422 b","Kepler-422","b","1","1","0","Transit","2014","Kepler","0","7.8914483","0.0000005","-0.00000051","0","12.89","1.23","-1.23","0"
"3769","Kepler-423 b","Kepler-423","b","1","1","0","Transit","2014","Kepler","0","2.6843285","0.00000007","-0.00000007","0","13.361","0.583","-0.583","0"
"3770","Kepler-424 b","Kepler-424","b","1","2","0","Transit","2014","Kepler","0","3.3118644","0.00000039","-0.00000039","0","9.98","0.9","-0.67","0"
"3771","Kepler-424 c","Kepler-424","c","1","2","0","Radial Velocity","2014","McDonald Observatory","0","223.3","2.1","-2.1","0","12.7","","","0"
"3772","Kepler-425 b","Kepler-425","b","1","1","0","Transit","2014","Kepler","0","3.79701816","0.00000019","-0.00000019","0","10.962","0.247","-0.247","0"
"3773","Kepler-426 b","Kepler-426","b","1","1","0","Transit","2014","Kepler","0","3.21751883","0.00000019","-0.00000019","0","12.22","0.34","-0.34","0"
"3774","Kepler-427 b","Kepler-427","b","1","1","0","Transit","2014","Kepler","0","10.290994","0.0000011","-0.0000011","0","13.79","2.35","-2.35","0"
"3775","Kepler-428 b","Kepler-428","b","1","1","0","Transit","2014","Kepler","0","3.52563254","0.00000015","-0.00000015","0","12.11","0.34","-0.34","0"
"3776","Kepler-43 b","Kepler-43","b","1","1","0","Transit","2011","Kepler","0","3.0240949","0.0000006","-0.0000006","0","13.664","0.729","-0.717","0"
"3777","Kepler-430 b","Kepler-430","b","1","2","0","Transit","2015","Kepler","0","35.968","","","0","3.25","","","0"
"3778","Kepler-430 c","Kepler-430","c","1","2","0","Transit","2015","Kepler","0","110.979","","","0","1.75","","","0"
"3779","Kepler-431 b","Kepler-431","b","1","3","0","Transit","2015","Kepler","0","6.803","","","0","0.764","","","0"
"3780","Kepler-431 c","Kepler-431","c","1","3","0","Transit","2015","Kepler","0","8.703","","","0","0.668","","","0"
"3781","Kepler-431 d","Kepler-431","d","1","3","0","Transit","2015","Kepler","0","11.922","","","0","1.11","","","0"
"3782","Kepler-432 b","Kepler-432","b","2","2","0","Transit","2015","Kepler","0","52.501129","0.000067","-0.000053","0","12.834","0.404","-0.437","0"
"3783","Kepler-432 c","Kepler-432","c","2","2","0","Radial Velocity","2015","Fred Lawrence Whipple Observatory","0","406.2","3.9","-2.5","0","13.3","","","0"
"3784","Kepler-433 b","Kepler-433","b","1","1","0","Transit","2015","Kepler","0","5.33408384","0.0000011","-0.0000011","0","16.25","1.79","-1.79","0"
"3785","Kepler-434 b","Kepler-434","b","1","1","0","Transit","2015","Kepler","0","12.8747099","0.000005","-0.000005","0","12.67","2.91","-2.02","0"
"3786","Kepler-435 b","Kepler-435","b","1","1","0","Transit","2015","Kepler","0","8.6001536","0.0000018","-0.0000018","0","22.31","2.02","-2.02","0"
"3787","Kepler-436 b","Kepler-436","b","1","2","0","Transit","2015","Kepler","0","64.00205","0.00072","-0.00072","0","2.73","0.23","-0.24","0"
"3788","Kepler-436 c","Kepler-436","c","1","2","0","Transit","2016","Kepler","0","16.79713874","0.00008561","-0.00008561","0","2.33","0.19","-0.14","0"
"3789","Kepler-437 b","Kepler-437","b","1","1","0","Transit","2015","Kepler","0","66.65062","0.00033","-0.00032","0","2.14","0.22","-0.17","0"
"3790","Kepler-438 b","Kepler-438","b","1","1","0","Transit","2015","Kepler","0","35.23319","0.00025","-0.00029","0","1.12","0.16","-0.17","0"
"3791","Kepler-439 b","Kepler-439","b","1","1","0","Transit","2015","Kepler","0","178.1396","0.0016","-0.0018","0","2.24","0.16","-0.45","0"
"3792","Kepler-44 b","Kepler-44","b","1","1","0","Transit","2011","Kepler","0","3.2467293","0.000003","-0.000003","0","12.22","0.78","-0.78","0"
"3793","Kepler-440 b","Kepler-440","b","1","1","0","Transit","2015","Kepler","0","101.11141","0.00087","-0.00068","0","1.86","0.24","-0.19","0"
"3794","Kepler-441 b","Kepler-441","b","1","1","0","Transit","2015","Kepler","0","207.2482","0.0022","-0.002","0","1.64","0.22","-0.24","0"
"3795","Kepler-442 b","Kepler-442","b","1","1","0","Transit","2015","Kepler","0","112.3053","0.0024","-0.0028","0","1.34","0.11","-0.18","0"
"3796","Kepler-443 b","Kepler-443","b","1","1","0","Transit","2015","Kepler","0","177.6693","0.0031","-0.003","0","2.33","0.19","-0.22","0"
"3797","Kepler-444 b","Kepler-444","b","3","5","0","Transit","2015","Kepler","0","3.6001053","0.0000083","-0.000008","0","0.403","0.016","-0.014","0"
"3798","Kepler-444 c","Kepler-444","c","3","5","0","Transit","2015","Kepler","0","4.5458841","0.000007","-0.0000071","0","0.497","0.021","-0.017","0"
"3799","Kepler-444 d","Kepler-444","d","3","5","0","Transit","2015","Kepler","0","6.189392","0.000012","-0.000012","0","0.53","0.022","-0.019","0"
